,adjective,type,count,source,Lead_Bi,Lead_Tri,COCA_Bigram,COCA_Trigram,Cos_AvgDist_TOT,prop2,penalr2,tfidf,tfidf_z,Lead_gram_meanz2,COCA_gram_meanz2,Cos_AvgDist_TOT_z2,Cos_Rank4,COCA_Rank4,Lead_Rank4,tfidf_Rank4,Avg_Rank_OptC2
2031,agricultural,lemma,30,7,2,0,29,0,0.169889943,37.16371158,1.570119081,47.10357243,-0.060144679,-0.11010269,-0.132971235,0.565775533,1875,1938.5,2009,2031,1963.375
2504,supervised,lemma,103,3,2,0,16,0,0.157546188,857.4681818,2.933218014,302.1214554,1.730603679,-0.11010269,-0.165742537,0.378194095,1651,1685,2009,2504,1962.25
2278,aggregate,lemma,42,2,34,0,10,0,0.157620307,257.006812,2.409944634,101.2176746,0.319847259,0.603254774,-0.180867754,0.379320449,1654,1429,2487.5,2278,1962.125
2046,novel,lemma,29,2,2,0,40,0,0.162428968,47.78191489,1.67926355,48.69864296,-0.048944014,-0.11010269,-0.105241672,0.452395096,1742,2049.5,2009,2046,1961.625
2395,fiscal,lemma,109,4,1,0,20,0,0.173026045,34.70892364,1.540441146,167.9080849,0.788150663,-0.132395111,-0.15565906,0.613433209,1924,1788.5,1731.5,2395,1959.75
1799,intense,lemma,23,3,1,0,46,0,0.193263387,14.46648773,1.160363103,26.68835137,-0.203501385,-0.132395111,-0.090116455,0.920969271,2209,2098.5,1731.5,1799,1959.5
2403,multidisciplinary,lemma,70,2,35,2,92,0,0.094178748,330.9526316,2.519765839,176.3836087,0.847666216,2.32929437,0.025843536,-0.584766989,549,2303.5,2581,2403,1959.125
1035,appointed,lemma,3,2,2,0,120,0,0.214822148,203.4983819,2.30856096,6.925682881,-0.342275834,-0.11010269,0.096427879,1.248586225,2431,2354.5,2009,1035,1957.375
2500,oral,lemma,176,3,3,0,53,0,0.127210846,46.82129561,1.670443427,293.9980432,1.673560671,-0.08781027,-0.07247037,-0.082795872,1041,2145,2140.5,2500,1956.625
2281,sure,lemma,111,4,1,0,13,0,0.1954313,8.361711559,0.922295182,102.3747652,0.327972408,-0.132395111,-0.173305145,0.953913887,2234,1577.5,1731.5,2281,1956
2102,preliminary,lemma,36,4,2,0,12,0,0.191883964,38.6484327,1.587131887,57.13674792,0.010308782,-0.11010269,-0.175826015,0.900006914,2185,1527.5,2009,2102,1955.875
952,alone,lemma,6,2,1,0,603,0,0.249888578,10.63496448,1.026736044,6.160416263,-0.347649574,-0.132395111,1.314007794,1.781472014,2593,2536,1731.5,952,1953.125
1762,attractive,lemma,19,3,1,0,57,0,0.189003204,19.79049517,1.296456661,24.63267655,-0.217936436,-0.132395111,-0.062386892,0.856229549,2147,2168,1731.5,1762,1952.125
1815,electric,lemma,21,4,2,0,19,0,0.194206108,19.73459567,1.295228233,27.19979289,-0.199910017,-0.11010269,-0.158179929,0.935295295,2219,1765,2009,1815,1952
1614,defensive,lemma,13,4,1,0,42,0,0.209268618,26.68972835,1.426344154,18.542474,-0.260702144,-0.132395111,-0.100199933,1.164192205,2385,2070.5,1731.5,1614,1950.25
1746,encouraging,lemma,16,2,1,0,26,0,0.212383796,30.65870307,1.486553779,23.78486047,-0.223889843,-0.132395111,-0.140533843,1.211531901,2408,1901.5,1731.5,1746,1946.75
2338,flexible,lemma,86,3,2,0,19,0,0.158484923,35.00519577,1.544132511,132.7953959,0.541587601,-0.11010269,-0.158179929,0.392459548,1673,1765,2009,2338,1946.25
2042,targeted,lemma,22,2,2,0,14,0,0.186549653,156.420398,2.194293387,48.27445451,-0.051922686,-0.11010269,-0.170784276,0.818944242,2106,1620,2009,2042,1944.25
1980,fit,lemma,22,2,2,0,12,0,0.197433745,74.7792019,1.873780826,41.22317817,-0.101437102,-0.11010269,-0.175826015,0.984343961,2257,1527.5,2009,1980,1943.375
2168,mutual,lemma,48,3,1,0,12,0,0.205256832,25.93387407,1.413867398,67.86563509,0.085647566,-0.132395111,-0.175826015,1.103227236,2346,1527.5,1731.5,2168,1943.25
2019,excessive,lemma,29,3,2,0,11,0,0.197744491,38.50642988,1.585533255,45.98046439,-0.0680312,-0.11010269,-0.178346884,0.989066205,2266,1476.5,2009,2019,1942.625
2071,crucial,lemma,44,3,0,0,199,0,0.223929747,15.22788182,1.182639498,52.0361379,-0.025507957,-0.154687532,0.295576561,1.386989531,2496,2433,767,2071,1941.75
1560,musical,lemma,12,4,2,0,227,0,0.162709611,24.88037457,1.395856914,16.75028297,-0.273286999,-0.11010269,0.366160904,0.456659874,1750,2446.5,2009,1560,1941.375
2178,decentralized,lemma,29,3,3,0,24,0,0.153524989,274.190407,2.438052256,70.70351543,0.105575304,-0.08781027,-0.145575582,0.31708609,1570,1871,2140.5,2178,1939.875
1506,universal,lemma,11,2,1,0,120,0,0.190046383,22.899126,1.359818907,14.95800797,-0.285872444,-0.132395111,0.096427879,0.872082173,2157,2354.5,1731.5,1506,1937.25
1825,southern,lemma,30,2,1,0,38,0,0.190089965,8.63591833,0.936308527,28.0892558,-0.193664164,-0.132395111,-0.110283411,0.872744476,2158,2033,1731.5,1825,1936.875
1655,expanded,lemma,11,2,1,0,30,0,0.21226409,66.19052632,1.820795834,20.02875418,-0.25026541,-0.132395111,-0.130450366,1.209712784,2405,1948,1731.5,1655,1934.875
2236,mixed,lemma,56,3,1,0,86,0,0.148368513,33.22349419,1.521445306,85.20093715,0.207376926,-0.132395111,0.01071832,0.238725879,1484,2283,1731.5,2236,1933.625
2529,full-time,lemma,237,3,36,0,804,0,0.002470055,33.79487639,1.528850862,362.3376544,2.153444847,0.647839615,1.820702542,-1.978414952,149,2563,2491,2529,1933
2365,valid,lemma,94,3,2,0,45,0,0.138436437,39.67255521,1.598490173,150.2580763,0.664211418,-0.11010269,-0.092637325,0.087793429,1269,2089,2009,2365,1933
2153,implicit,lemma,35,1,5,0,27,0,0.144634319,79.02932551,1.897788275,66.42258964,0.075514428,-0.043225428,-0.138012974,0.181979332,1393,1917,2268,2153,1932.75
2167,sustainable,lemma,38,5,1,0,19,0,0.182703265,60.93120155,1.784839742,67.82391021,0.085354572,-0.132395111,-0.158179929,0.760492746,2063,1765,1731.5,2167,1931.625
1162,engaged,lemma,4,3,2,0,35,0,0.232467039,129.2075342,2.111287839,8.445151355,-0.33160605,-0.11010269,-0.117846019,1.516726202,2538,2008,2009,1162,1929.25
2591,paid,lemma,374,1,0,0,50,0,0.194723715,90.08739255,1.954664017,731.0443424,4.742521694,-0.154687532,-0.080032978,0.943161082,2229,2128.5,767,2591,1928.875
1972,angry,lemma,26,4,3,0,41,0,0.151698827,35.96396797,1.555867602,40.45255766,-0.106848438,-0.08781027,-0.102720802,0.289334884,1540,2061,2140.5,1972,1928.375
2469,pertinent,lemma,119,3,1,0,165,0,0.13088746,124.5168317,2.095228062,249.3321393,1.359914455,-0.132395111,0.209867002,-0.026924329,1114,2398.5,1731.5,2469,1928.25
2166,reliable,lemma,48,2,3,0,18,0,0.157679784,25.68318584,1.409648894,67.66314693,0.084225684,-0.08781027,-0.160700798,0.380224279,1657,1734.5,2140.5,2166,1924.5
1646,uncertain,lemma,13,3,7,0,28,0,0.164368158,33.12431958,1.520146966,19.76191056,-0.252139199,0.001359413,-0.135492104,0.481863926,1775,1930.5,2334.5,1646,1921.5
1680,neutral,lemma,13,2,2,0,58,0,0.167059266,41.43268175,1.617343044,21.02545957,-0.243266495,-0.11010269,-0.059866023,0.522759259,1823,2174,2009,1680,1921.5
1525,hostile,lemma,10,2,3,0,308,0,0.150798418,36.48800774,1.562150151,15.62150151,-0.281213359,-0.08781027,0.570351325,0.27565185,1527,2476,2140.5,1525,1917.125
1841,visible,lemma,24,3,2,2,32,0,0.139057995,16.55779865,1.219002597,29.25606233,-0.18547079,1.593644486,-0.125408627,0.097238922,1288,1972.5,2564,1841,1916.375
1304,fellow,lemma,9,4,2,0,81,0,0.184677253,14.94793978,1.17458134,10.57123206,-0.316676605,-0.11010269,-0.001886027,0.790490381,2088,2264.5,2009,1304,1916.375
2014,controlled,lemma,24,2,0,0,151,0,0.224265085,78.40523691,1.894345071,45.46428171,-0.071655861,-0.154687532,0.17457483,1.392085482,2499,2385.5,767,2014,1916.375
1721,hypothetical,lemma,11,1,1,0,92,0,0.171970649,114.9561243,2.060532113,22.66585325,-0.231747568,-0.132395111,0.025843536,0.597394917,1908,2303.5,1731.5,1721,1916
1639,obvious,lemma,19,3,1,0,41,0,0.193481684,10.48307863,1.020488843,19.38928803,-0.254755774,-0.132395111,-0.102720802,0.924286614,2210,2061,1731.5,1639,1910.375
1663,unknown,lemma,16,3,1,0,69,0,0.179249943,19.23946966,1.284193096,20.54708954,-0.246625633,-0.132395111,-0.03213646,0.708014453,2014,2226.5,1731.5,1663,1908.75
2039,conducive,lemma,22,2,3,0,12,0,0.173160332,149.8355838,2.175614964,47.86352921,-0.054808224,-0.08781027,-0.175826015,0.615473897,1927,1527.5,2140.5,2039,1908.5
2110,proven,lemma,31,2,4,0,7,0,0.182894747,79.59620253,1.900892348,58.9276628,0.022884676,-0.065517849,-0.188430362,0.763402597,2064,1239,2220,2110,1908.25
2401,equal,lemma,159,4,0,0,83,0,0.192052167,12.7841556,1.106672048,175.9608556,0.844697623,-0.154687532,0.003155712,0.902562997,2190,2274,767,2401,1908
2133,technological,lemma,40,5,1,0,33,0,0.164761447,37.24442251,1.571061245,62.84244979,0.050374507,-0.132395111,-0.122887758,0.487840531,1782,1981,1731.5,2133,1906.875
2492,part-time,lemma,165,3,41,0,425,0,-0.029521643,53.94423792,1.731945062,285.7709352,1.615789507,0.759301719,0.865293043,-2.464575667,123,2505,2506,2492,1906.5
2383,day-to-day,lemma,89,4,5,0,7,0,0.161883477,66.16730972,1.820643477,162.0372695,0.746925503,-0.043225428,-0.188430362,0.444105552,1735,1239,2268,2383,1906.25
1838,fine,lemma,25,3,0,0,471,0,0.226387524,14.58354378,1.16386307,29.09657674,-0.186590705,-0.154687532,0.981253035,1.424339065,2509,2510,767,1838,1906
2441,male,lemma,181,3,92,2,174,0,0.037967059,15.29455165,1.18453675,214.4011518,1.11462731,3.599962353,0.232554826,-1.438985969,175,2407.5,2600,2441,1905.875
2594,last,lemma,195,3,4,0,1,0,0.226650989,7118.603774,3.85239482,751.21699,4.884175036,-0.065517849,-0.203555578,1.428342793,2511,298.5,2220,2594,1905.875
2480,statistical,lemma,159,5,3,0,12,0,0.14804768,43.09869774,1.634464148,259.8797995,1.433980654,-0.08781027,-0.175826015,0.233850356,1475,1527.5,2140.5,2480,1905.75
2294,causal,lemma,48,1,5,1,9,0,0.146716117,161.9253219,2.209314769,106.0471089,0.353759789,0.80864816,-0.183388623,0.213615297,1440,1372.5,2515.5,2294,1905.5
1940,select,lemma,20,4,2,0,27,0,0.16292035,70.9717833,1.851085718,37.02171436,-0.130939992,-0.11010269,-0.138012974,0.459862368,1756,1917,2009,1940,1905.5
2246,knowledgeable,lemma,47,3,2,0,10,0,0.173623759,77.5351418,1.889498585,88.80643352,0.232694902,-0.11010269,-0.180867754,0.622516347,1933,1429,2009,2246,1904.25
2101,rural,lemma,44,3,1,0,195,0,0.142620918,19.66465131,1.29368625,56.922195,0.008802181,-0.132395111,0.285493084,0.151382752,1353,2428,1731.5,2101,1903.375
2062,aware,lemma,53,3,2,0,4,0,0.251375823,9.292300872,0.968123263,51.31053295,-0.030603191,-0.11010269,-0.19599297,1.804072875,2594,935,2009,2062,1900
1791,inadequate,lemma,16,4,1,0,37,0,0.180823275,41.967297,1.622910998,25.96657597,-0.208569728,-0.132395111,-0.11280428,0.731923533,2041,2023.5,1731.5,1791,1896.75
1730,motivated,lemma,11,3,4,0,10,0,0.193103332,120.0782941,2.079464509,22.8741096,-0.230285182,-0.065517849,-0.180867754,0.918536997,2207,1429,2220,1730,1896.5
2437,cognitive,lemma,121,2,10,0,4,0,0.167247223,50.84716981,1.706266785,206.458281,1.058852073,0.068236676,-0.19599297,0.525615531,1829,935,2382.5,2437,1895.875
1325,far,lemma,8,2,1,0,26,0,0.272718188,23.39467973,1.369117104,10.95293683,-0.313996254,-0.132395111,-0.140533843,2.128401374,2615,1901.5,1731.5,1325,1893.25
2207,outstanding,lemma,51,4,10,0,14,0,0.142409599,32.8875523,1.517031552,77.36860914,0.152377926,0.068236676,-0.170784276,0.14817145,1349,1620,2382.5,2207,1889.625
2456,mandatory,lemma,131,3,19,0,18,0,0.118809712,54.53686036,1.736690132,227.5064073,1.206653071,0.268868462,-0.160700798,-0.210463405,903,1734.5,2458,2456,1887.875
2022,correct,lemma,42,4,2,0,21,0,0.160305781,12.74873285,1.105467021,46.42961487,-0.064877243,-0.11010269,-0.15313819,0.420130163,1709,1810.5,2009,2022,1887.625
2266,beneficial,lemma,58,2,3,0,13,0,0.153316378,44.53328612,1.648684743,95.62371509,0.280566195,-0.08781027,-0.173305145,0.313915942,1566,1577.5,2140.5,2266,1887.5
1794,welcome,lemma,19,2,4,0,8,0,0.19452576,24.29714065,1.385555168,26.32554819,-0.206049007,-0.065517849,-0.185909492,0.940152874,2226,1305,2220,1794,1886.25
1296,ambitious,lemma,7,2,2,0,26,0,0.204700399,31.75273523,1.501781142,10.51246799,-0.317089249,-0.11010269,-0.140533843,1.094771413,2338,1901.5,2009,1296,1886.125
1867,paramount,lemma,15,2,3,0,66,0,0.140782459,113.6403614,2.055532606,30.8329891,-0.174397531,-0.08781027,-0.039699068,0.123444673,1325,2209.5,2140.5,1867,1885.5
2036,secure,lemma,31,4,0,0,97,0,0.213494909,33.66821346,1.527220072,47.34382223,-0.058457633,-0.154687532,0.038447883,1.228416885,2420,2318.5,767,2036,1885.375
1685,catastrophic,lemma,11,2,1,0,91,0,0.16683945,82.81079895,1.918086975,21.09895672,-0.242750394,-0.132395111,0.023322667,0.519418824,1815,2298.5,1731.5,1685,1882.5
1649,sophisticated,lemma,15,4,1,0,58,0,0.176065959,20.99766251,1.322170951,19.83256427,-0.251643066,-0.132395111,-0.059866023,0.659629156,1971,2174,1731.5,1649,1881.375
1357,provincial,lemma,6,1,4,0,22,0,0.187378273,88.73142051,1.948077434,11.68846461,-0.308831342,-0.065517849,-0.150617321,0.831536333,2115,1833,2220,1357,1881.25
2244,alternative,lemma,67,6,0,0,34,0,0.227818096,21.02809051,1.322799838,88.62758913,0.231439048,-0.154687532,-0.120366888,1.44607869,2519,1995,767,2244,1881.25
2258,focal,lemma,47,3,50,0,5,0,0.158752894,95.32238504,1.9791949,93.02216031,0.262297947,0.959933505,-0.1934721,0.39653176,1676,1060.5,2527,2258,1880.375
1660,rigid,lemma,12,2,2,0,55,0,0.159453497,50.18435754,1.700568369,20.40682042,-0.24761061,-0.11010269,-0.067428631,0.407178454,1690,2158,2009,1660,1879.25
2163,promotional,lemma,32,5,4,0,17,0,0.144877524,128.7665529,2.10980307,67.51369823,0.083176247,-0.065517849,-0.163221668,0.185675189,1401,1705.5,2220,2163,1872.375
2234,authoritative,lemma,40,2,3,0,4,0,0.191029889,128.9425837,2.110396368,84.41585473,0.201864038,-0.08781027,-0.19599297,0.887027995,2175,935,2140.5,2234,1871.125
1683,cold,lemma,16,4,1,0,27,0,0.189483083,20.74595843,1.316933503,21.07093605,-0.242947157,-0.132395111,-0.138012974,0.863522013,2152,1917,1731.5,1683,1870.875
2240,desirable,lemma,52,3,1,0,24,0,0.156873844,46.96116505,1.671738863,86.93042086,0.219521447,-0.132395111,-0.145575582,0.367976843,1637,1871,1731.5,2240,1869.875
1285,perfect,lemma,12,2,1,0,199,0,0.180400191,7.11752943,0.852329272,10.22795126,-0.31908714,-0.132395111,0.295576561,0.725494159,2029,2433,1731.5,1285,1869.625
2516,less,lemma,138,3,9,0,0,0,0.23179635,248.8693931,2.395971489,330.6440655,1.930890877,0.045944255,-0.206076447,1.506534095,2534,59.5,2369,2516,1869.625
2061,organic,lemma,33,2,4,0,27,0,0.138776531,35.4325695,1.549402648,51.13028737,-0.031868885,-0.065517849,-0.138012974,0.092961662,1280,1917,2220,2061,1869.5
1669,promising,lemma,15,3,1,0,45,0,0.176822362,24.25964506,1.384884442,20.77326664,-0.245037406,-0.132395111,-0.092637325,0.671123799,1983,2089,1731.5,1669,1868.125
2160,brief,lemma,42,4,3,0,12,0,0.157184875,39.8345182,1.600259569,67.21090188,0.081049996,-0.08781027,-0.175826015,0.372703412,1644,1527.5,2140.5,2160,1868
2210,statutory,lemma,34,2,1,0,99,0,0.13441569,213.1559322,2.328697424,79.17571241,0.165067496,-0.132395111,0.043489622,0.026692292,1195,2324,1731.5,2210,1865.125
1924,characteristic,lemma,19,2,8,0,5,0,0.187718121,72.36018412,1.859499663,35.3304936,-0.142815829,0.023651834,-0.1934721,0.836700822,2119,1060.5,2354,1924,1864.375
2325,contingent,lemma,52,2,4,0,2,0,0.202698267,203.4983819,2.30856096,120.0451699,0.452054875,-0.065517849,-0.201034709,1.064346092,2319,580,2220,2325,1861
2613,FALSE,lemma,1297,3,90,0,0,0,0.192654754,19.33213773,1.286279881,1668.305005,11.32401305,1.851630335,-0.206076447,0.911720196,2197,59.5,2570,2613,1859.875
2254,therapeutic,lemma,47,3,4,0,12,0,0.146432404,90.78103946,1.957995151,92.02577211,0.255301259,-0.065517849,-0.175826015,0.209303873,1433,1527.5,2220,2254,1858.625
2190,substantive,lemma,38,3,2,0,18,0,0.149258974,86.25651578,1.935791911,73.56009263,0.125634332,-0.11010269,-0.160700798,0.25225774,1501,1734.5,2009,2190,1858.625
1323,proprietary,lemma,5,3,3,0,68,0,0.162499178,152.6237864,2.183622224,10.91811112,-0.314240802,-0.08781027,-0.034657329,0.453462044,1746,2221.5,2140.5,1323,1857.75
2204,observed,lemma,35,2,3,0,21,0,0.138473401,150.1934713,2.176651055,76.18278693,0.144051023,-0.08781027,-0.15313819,0.088355158,1271,1810.5,2140.5,2204,1856.5
1673,municipal,lemma,12,4,2,0,14,0,0.187228251,54.8380814,1.739082252,20.86898702,-0.244365253,-0.11010269,-0.170784276,0.829256527,2113,1620,2009,1673,1853.75
1519,everyday,lemma,11,3,1,0,45,0,0.181135955,24.57569046,1.390505728,15.29556301,-0.283502116,-0.132395111,-0.092637325,0.736675166,2047,2089,1731.5,1519,1846.625
1191,alien,lemma,5,2,1,0,56,0,0.199684536,61.64803922,1.789919268,8.94959634,-0.328063812,-0.132395111,-0.064907762,1.018548026,2292,2163,1731.5,1191,1844.375
1647,inappropriate,lemma,12,3,1,0,28,0,0.182977327,44.53328612,1.648684743,19.78421692,-0.251982563,-0.132395111,-0.135492104,0.764657511,2067,1930.5,1731.5,1647,1844
1780,pivotal,lemma,13,2,1,0,30,0,0.172443947,87.98647388,1.944415913,25.27740687,-0.213409108,-0.132395111,-0.130450366,0.60458737,1913,1948,1731.5,1780,1843.125
2301,monthly,lemma,75,4,3,0,6,0,0.163075246,27.67649648,1.442111113,108.1583334,0.368584913,-0.08781027,-0.190951231,0.462216239,1759,1161.5,2140.5,2301,1840.5
2543,timely,lemma,188,4,3,0,3,0,0.171458106,152.1314516,2.182219009,410.2571737,2.489938114,-0.08781027,-0.198513839,0.589606079,1902,772.5,2140.5,2543,1839.5
1888,dysfunctional,lemma,15,3,3,0,16,0,0.155648128,140.5685544,2.147888179,32.21832268,-0.164669649,-0.08781027,-0.165742537,0.34935029,1613,1685,2140.5,1888,1831.625
1733,civic,lemma,14,4,0,0,352,0,0.204477652,44.27200188,1.64612916,23.04580824,-0.229079505,-0.154687532,0.681269578,1.091386459,2337,2489,767,1733,1831.5
2303,final,lemma,142,4,6,0,541,0,0.046505396,5.9550161,0.77488294,110.0333775,0.381751567,-0.020933007,1.157713892,-1.309233425,195,2521,2306.5,2303,1831.375
1898,authoritarian,lemma,16,2,1,0,41,0,0.156820851,109.8038417,2.040617535,32.64988056,-0.161639228,-0.132395111,-0.102720802,0.367171545,1635,2061,1731.5,1898,1831.375
2056,automotive,lemma,24,3,0,0,54,0,0.205658065,130.9111728,2.116976714,50.80744113,-0.034135927,-0.154687532,-0.0699495,1.109324553,2348,2152.5,767,2056,1830.875
1874,static,lemma,17,1,1,1,12,0,0.145525382,68.72240437,1.837098346,31.23067188,-0.171604983,0.719478477,-0.175826015,0.195520335,1414,1527.5,2498.5,1874,1828.5
2283,on-site,lemma,48,4,5,0,20,0,0.123336087,137.2947598,2.137653962,102.6073902,0.329605911,-0.043225428,-0.15565906,-0.141678511,967,1788.5,2268,2283,1826.625
1697,talented,lemma,14,2,3,0,108,0,0.131442452,35.1421386,1.545828187,21.64159462,-0.238939964,-0.08781027,0.066177447,-0.018490419,1129,2337.5,2140.5,1697,1826
1900,temporal,lemma,16,1,2,0,34,0,0.144443683,113.3671875,2.054487372,32.87179796,-0.160080913,-0.11010269,-0.120366888,0.179082333,1389,1995,2009,1900,1823.25
1833,artistic,lemma,19,5,0,0,113,0,0.205592087,33.43548387,1.524207613,28.95994464,-0.187550143,-0.154687532,0.078781794,1.108321921,2347,2343,767,1833,1822.5
2076,resident,lemma,28,2,1,0,23,0,0.156105216,76.71533144,1.884882166,52.77670064,-0.020307688,-0.132395111,-0.148096451,0.356296409,1621,1854.5,1731.5,2076,1820.75
2322,community-based,lemma,51,3,11,0,10,0,0.131661104,205.4934641,2.312798013,117.9526987,0.437361437,0.090529096,-0.180867754,-0.01516768,1134,1429,2397,2322,1820.5
1595,back,lemma,9,3,0,0,118,0,0.241401518,98.86949686,1.995062324,17.95556092,-0.264823477,-0.154687532,0.091386141,1.652498703,2565,2351,767,1595,1819.5
1826,solid,lemma,25,4,1,0,53,0,0.153662021,13.46199957,1.129109572,28.22773931,-0.192691726,-0.132395111,-0.07247037,0.319168494,1574,2145,1731.5,1826,1819.125
1597,homogeneous,lemma,8,1,2,0,27,0,0.162733765,178.1331445,2.250744734,18.00595787,-0.264469587,-0.11010269,-0.138012974,0.457026935,1751,1917,2009,1597,1818.5
1405,racial,lemma,9,3,1,0,281,0,0.15808698,26.50597162,1.423343729,12.81009356,-0.300955207,-0.132395111,0.502287851,0.386412229,1665,2466,1731.5,1405,1816.875
1543,nongovernmental,lemma,7,2,7,0,160,0,0.124889924,209.1385809,2.320434157,16.2430391,-0.276848891,0.001359413,0.197262655,-0.118065676,996,2393,2334.5,1543,1816.625
1582,careful,lemma,16,2,1,0,12,0,0.21387362,12.01471244,1.079713381,17.27541409,-0.269599502,-0.132395111,-0.175826015,1.234171953,2425,1527.5,1731.5,1582,1816.5
2072,modified,lemma,27,4,2,0,6,0,0.179375586,85.3202171,1.931051952,52.1384027,-0.024789849,-0.11010269,-0.190951231,0.709923781,2015,1161.5,2009,2072,1814.375
2522,quantitative,lemma,171,4,3,0,7,0,0.142810657,105.6823529,2.024002474,346.104423,2.039454283,-0.08781027,-0.188430362,0.154266111,1355,1239,2140.5,2522,1814.125
1974,ready,lemma,34,4,0,0,63,0,0.201374395,15.50830319,1.190564283,40.47918562,-0.106661455,-0.154687532,-0.047261676,1.044227913,2312,2199.5,767,1974,1813.125
2312,substantial,lemma,90,3,0,0,33,0,0.191989898,17.76132191,1.249475286,112.4527757,0.398740702,-0.154687532,-0.122887758,0.90161673,2189,1981,767,2312,1812.25
1227,protected,lemma,5,1,1,0,36,0,0.197837042,75.4572,1.877700686,9.388503429,-0.324981784,-0.132395111,-0.115325149,0.990472659,2268,2015,1731.5,1227,1810.375
1928,foster,lemma,18,2,2,0,6,0,0.18882686,93.34141514,1.970074381,35.46133886,-0.141897027,-0.11010269,-0.190951231,0.85354974,2142,1161.5,2009,1928,1810.125
922,winning,lemma,2,1,2,0,81,0,0.180484455,906.9375,2.957577359,5.915154719,-0.349371813,-0.11010269,-0.001886027,0.726774671,2030,2264.5,2009,922,1806.375
1591,parallel,lemma,10,2,0,0,28,1,0.203852668,60.54011553,1.782043245,17.82043245,-0.265772356,-0.154687532,1.309675442,1.081888907,2330,2535,767,1591,1805.75
2304,long-term,lemma,99,4,15,0,88,0,0.043791505,13.00268817,1.114033148,110.2892816,0.383548538,0.179698779,0.015760059,-1.35047498,188,2290,2437.5,2304,1804.875
1938,recommended,lemma,18,2,1,0,22,0,0.15997105,110.5114236,2.043407173,36.78132912,-0.132627989,-0.132395111,-0.150617321,0.415043428,1704,1833,1731.5,1938,1801.625
716,even,lemma,2,1,1,0,53,0,0.270479452,146.348332,2.165387777,4.330775554,-0.360497403,-0.132395111,-0.07247037,2.094380499,2614,2145,1731.5,716,1801.625
1757,chemical,lemma,17,4,0,0,82,0,0.212908169,27.04171445,1.432034222,24.34458178,-0.219959452,-0.154687532,0.000634843,1.219500508,2413,2268.5,767,1757,1801.375
2025,ineffective,lemma,24,3,5,0,10,0,0.148323712,86.41456711,1.936586959,46.47808701,-0.064536869,-0.043225428,-0.180867754,0.238045062,1483,1429,2268,2025,1801.25
2453,contextual,lemma,97,1,8,0,12,0,0.116162722,205.4934641,2.312798013,224.3414073,1.184428282,0.023651834,-0.175826015,-0.250688305,862,1527.5,2354,2453,1799.125
2548,doctoral,lemma,199,2,8,0,5,0,0.136235393,126.351641,2.101580887,418.2145965,2.545815535,0.023651834,-0.1934721,0.054345348,1233,1060.5,2354,2548,1798.875
1811,familiar,lemma,28,3,0,0,91,0,0.202485414,9.275395811,0.967332451,27.08530864,-0.200713931,-0.154687532,0.023322667,1.061111474,2318,2298.5,767,1811,1798.625
1444,native,lemma,12,2,1,0,348,0,0.150807833,13.7927177,1.139649847,13.67579817,-0.294876186,-0.132395111,0.6711861,0.27579492,1528,2488,1731.5,1444,1797.875
2065,urgent,lemma,31,3,2,0,6,0,0.174617108,45.45614458,1.657592598,51.38537053,-0.030077678,-0.11010269,-0.190951231,0.637611745,1944,1161.5,2009,2065,1794.875
1424,anxious,lemma,9,2,1,0,16,0,0.204205272,29.74972402,1.473482941,13.26134647,-0.297786486,-0.132395111,-0.165742537,1.087247245,2333,1685,1731.5,1424,1793.375
2206,minor,lemma,61,6,1,0,14,0,0.155693525,18.26343305,1.261582417,76.95652744,0.149484267,-0.132395111,-0.170784276,0.350040174,1615,1620,1731.5,2206,1793.125
1809,upcoming,lemma,17,2,1,0,14,0,0.179038543,38.83940704,1.589272591,27.01763405,-0.201189145,-0.132395111,-0.170784276,0.704801915,2012,1620,1731.5,1809,1793.125
2444,thorough,lemma,127,3,0,0,74,0,0.160788525,50.95705024,1.70720428,216.8149436,1.131577077,-0.154687532,-0.019532113,0.427466159,1718,2243,767,2444,1793
1741,discrete,lemma,11,1,11,0,47,0,0.120130147,137.6956204,2.138920127,23.5281214,-0.225692678,0.090529096,-0.087595586,-0.190397458,923,2106.5,2397,1741,1791.875
1912,incoming,lemma,18,4,2,0,21,0,0.146288611,74.65096953,1.873035452,33.71463814,-0.154162447,-0.11010269,-0.15313819,0.207118726,1431,1810.5,2009,1912,1790.625
1352,multilateral,lemma,5,1,4,0,18,0,0.168326056,206.8453947,2.315645856,11.57822928,-0.30960542,-0.065517849,-0.160700798,0.542009987,1851,1734.5,2220,1352,1789.375
1353,communal,lemma,6,1,1,0,38,0,0.180697417,85.74681818,1.933218014,11.59930808,-0.309457403,-0.132395111,-0.110283411,0.730010945,2035,2033,1731.5,1353,1788.125
2224,elementary,lemma,57,3,1,0,15,0,0.151631529,27.2802603,1.43584851,81.84336507,0.183799886,-0.132395111,-0.168263407,0.288312195,1538,1658,1731.5,2224,1787.875
2034,willing,lemma,53,3,0,0,32,0,0.208606685,7.781338943,0.891054333,47.22587965,-0.059285832,-0.154687532,-0.125408627,1.154133166,2373,1972.5,767,2034,1786.625
1668,express,lemma,9,2,1,0,9,0,0.208092186,201.3265742,2.303901104,20.73510993,-0.245305345,-0.132395111,-0.183388623,1.14631459,2369,1372.5,1731.5,1668,1785.25
